locus_name,Col_reads_Col_Cvi,Cvi_reads_Col_Cvi,Col_reads_Cvi_Col,Cvi_reads_Cvi_Col
AT5G44730,35,0,53,1
AT5G44750,59,42,111,106
AT5G44780,26,32,40,44
AT5G44790,185,153,331,298
AT5G44800,235,198,279,232
AT5G44860,171,154,185,220
AT5G44870,7,0,16,8
AT5G44910,4,0,4,3
AT5G44930,29,13,45,15
AT5G44973,31,15,36,216
AT5G44980,12,2,22,5
AT5G45010,98,108,209,183
AT5G45030,48,66,83,73
AT5G45040,6,1,7,3
AT5G45060,16,16,38,55
AT5G45095,2,520,0,526
AT5G45100,251,136,327,217
AT5G45110,1023,804,1301,1111
AT5G45113,0,19,0,30
AT5G45130,101,113,126,132
AT5G45140,56,38,82,71
AT5G45160,135,198,215,365
AT5G45170,191,153,326,286
AT5G45190,98,95,139,161
AT5G45275,70,103,125,169
AT5G45280,264,92,386,135
AT5G45300,9,17,9,15
AT5G45310,1,0,17,11
AT5G45330,291,72,319,110
AT5G45340,749,611,847,940
AT5G45350,284,170,318,280
AT5G45360,159,130,267,240
AT5G45370,52,47,89,84
AT5G45390,3231,2511,3619,3189
AT5G45400,302,207,318,336
AT5G45410,612,609,1026,1134
AT5G45420,244,173,310,266
AT5G45440,5,8,5,7
AT5G45470,59,25,41,22
AT5G45480,4,9,31,20
AT5G45490,167,85,433,197
AT5G45500,228,312,388,487
AT5G45510,12,23,33,41
AT5G45540,0,2,4,6
AT5G45550,29,29,32,40
AT5G45560,162,147,196,188
AT5G45590,438,213,421,258
AT5G45600,730,522,965,753
AT5G45610,207,132,277,209
AT5G45620,1920,1693,2042,2266
AT5G45630,58,11,98,27
AT5G45650,28,43,32,61
AT5G45660,190,112,303,167
AT5G45670,2271,1686,2822,2332
AT5G45680,295,214,497,532
AT5G45700,74,57,86,82
AT5G45710,28,17,27,25
AT5G45720,330,272,459,520
AT5G45730,15,91,56,183
AT5G45750,2604,1860,2927,2200
AT5G45760,177,124,281,260
AT5G45770,22,15,33,44
AT5G45775,2669,2688,3460,4236
AT5G45780,62,38,93,65
AT5G45790,72,82,138,131
AT5G45800,685,480,896,679
AT5G45830,0,0,5,6
AT5G45900,36,39,67,36
AT5G45920,37,21,34,45
AT5G45930,273,184,381,320
AT5G45940,4,5,24,24
AT5G45950,0,3,2,10
AT5G45980,5,0,2,10
AT5G45990,7,0,6,4
AT5G46020,764,807,1248,1396
AT5G46030,257,262,246,292
AT5G46040,5,0,2,8
AT5G46070,55,59,91,95
AT5G46080,4,5,4,1
AT5G46090,21,23,35,35
AT5G46100,28,22,45,40
AT5G46110,966,914,1195,1360
AT5G46150,15,9,19,36
AT5G46190,16,6,27,9
AT5G46210,103,68,111,76
AT5G46230,150,9,112,4
AT5G46250,7,23,16,19
AT5G46280,934,719,1153,954
AT5G46290,15664,11851,16746,14340
AT5G46295,4,10,3,6
AT5G46340,14,4,9,15
AT5G46390,19,26,34,32
AT5G46400,48,31,73,58
AT5G46410,14,28,32,34
AT5G46420,220,241,349,372
AT5G46450,2,2,12,4
AT5G46460,7,7,12,11
AT5G46470,36,29,71,59
AT5G46540,30,13,44,32
AT5G46550,100,119,163,174
AT5G46560,75,32,120,39
AT5G46570,7,12,28,14
AT5G46580,123,153,268,254
AT5G46590,1,0,6,6
AT5G46600,4,4,4,4
AT5G46620,60,45,115,102
AT5G46630,620,521,863,738
AT5G46640,118,76,195,169
AT5G46680,2,2,8,9
AT5G46690,32,52,61,83
AT5G46700,76,45,106,59
AT5G46710,27,15,41,17
AT5G46720,20,9,31,29
AT5G46730,6,4,6,5
AT5G46740,335,233,394,338
AT5G46750,657,444,1029,735
AT5G46760,105,88,165,143
AT5G46780,6,3,6,4
AT5G46790,82,75,97,113
AT5G46800,324,259,464,419
AT5G46830,5,7,2,7
AT5G46840,116,131,185,194
AT5G46850,29,19,29,25
AT5G46860,115,73,180,160
AT5G46870,50,14,72,27
AT5G46877,1,0,5,21
AT5G46880,151,143,221,222
AT5G46910,26,29,35,36
AT5G46920,17,18,40,41
AT5G47010,161,139,270,248
AT5G47020,177,162,245,245
AT5G47030,279,371,366,633
AT5G47040,21,18,37,33
AT5G47050,18,8,14,20
AT5G47060,51,54,52,71
AT5G47070,17,14,15,27
AT5G47080,89,82,141,182
AT5G47090,41,43,39,64
AT5G47100,74,72,100,84
AT5G47110,564,513,1023,892
AT5G47120,296,292,480,459
AT5G47140,9,4,15,18
AT5G47150,5,3,9,14
AT5G47160,13,21,28,26
AT5G47250,10,12,25,37
AT5G47260,0,45,0,90
AT5G47310,431,481,626,632
AT5G47320,115,80,142,116
AT5G47330,2,2,4,23
AT5G47350,31,11,17,43
AT5G47360,36,32,68,64
AT5G47370,55,10,190,45
AT5G47380,51,38,85,53
AT5G47390,20,28,35,36
AT5G47400,54,26,52,27
AT5G47420,32,20,34,39
AT5G47430,259,234,362,580
AT5G47435,421,534,617,773
AT5G47440,29,39,133,122
AT5G47455,39,55,42,72
AT5G47480,205,166,259,254
AT5G47490,67,72,105,131
AT5G47500,761,827,1167,1528
AT5G47510,10,4,17,10
AT5G47520,61,75,83,104
AT5G47540,2,8,5,10
AT5G47550,99,45,186,205
AT5G47560,1,1,6,8
AT5G47580,12,21,29,30
AT5G47590,3,4,11,14
AT5G47600,32,37,55,58
AT5G47620,35,53,80,103
AT5G47630,213,182,226,238
AT5G47635,4,3,5,6
AT5G47640,28,18,39,22
AT5G47650,15,8,12,23
AT5G47660,160,180,274,363
AT5G47670,148,79,152,86
AT5G47680,540,521,751,814
AT5G47690,968,784,1281,1158
AT5G47700,3086,566,2684,905
AT5G47710,109,60,102,79
AT5G47720,19,16,43,26
AT5G47730,14,9,15,15
AT5G47750,115,93,132,131
AT5G47760,81,90,145,140
AT5G47770,79,47,117,94
AT5G47780,727,505,1055,815
AT5G47790,133,90,166,134
AT5G47800,130,147,132,223
AT5G47810,114,127,150,190
AT5G47820,55,44,83,74
AT5G47830,27,24,24,48
AT5G47840,150,146,202,227
AT5G47860,9,15,19,17
AT5G47870,124,118,87,109
AT5G47880,44,37,53,57
AT5G47900,10,10,20,23
AT5G47910,627,351,748,579
AT5G47930,6693,3291,7419,4659
AT5G47940,70,72,88,101
AT5G47970,205,147,251,218
AT5G48020,72,68,91,103
AT5G48030,31,36,67,49
AT5G48040,11,10,15,13
AT5G48090,32,4,61,3
AT5G48100,7,0,1,54
AT5G48120,83,57,90,75
AT5G48130,0,3,3,8
AT5G48160,230,255,426,494
AT5G48180,3916,3762,5109,6288
AT5G48230,117,99,107,111
AT5G48240,95,102,139,143
AT5G48300,1210,1135,1695,1581
AT5G48310,941,671,1265,1049
AT5G48330,215,173,287,233
AT5G48340,161,140,296,291
AT5G48350,21,2,21,7
AT5G48360,8527,8182,9826,10484
AT5G48370,162,151,195,183
AT5G48380,615,454,773,702
AT5G48385,470,461,599,646
AT5G48390,1,1,12,8
AT5G48412,334,55,458,126
AT5G48440,240,253,357,502
AT5G48450,789,976,777,1228
AT5G48460,236,177,328,332
AT5G48470,498,251,705,377
AT5G48480,1435,338,1575,539
AT5G48485,805,360,923,560
AT5G48490,217,542,349,947
AT5G48500,731,521,798,684
AT5G48520,190,142,263,209
AT5G48530,152,456,239,765
AT5G48540,2,2,7,4
AT5G48545,4,10,12,18
AT5G48560,10,6,7,10
AT5G48570,172,323,551,1075
AT5G48580,742,627,817,836
AT5G48590,25,33,55,64
AT5G48600,245,255,385,401
AT5G48610,135,88,178,100
AT5G48620,234,7,435,17
AT5G48630,50,34,93,74
AT5G48640,141,100,182,143
AT5G48650,271,228,268,353
AT5G48655,676,452,762,622
AT5G48660,113,86,201,117
AT5G48670,15,10,23,28
AT5G48680,270,111,307,156
AT5G48700,0,0,0,12
AT5G48720,513,319,573,480
AT5G48730,31,32,30,41
AT5G48740,7,5,28,17
AT5G48760,2438,2178,3458,3511
AT5G48790,145,22,273,50
AT5G48800,42,21,48,34
AT5G48810,4322,3515,5168,5253
AT5G48820,240,349,253,438
AT5G48830,79,52,88,68
AT5G48840,147,160,208,271
AT5G48850,504,360,822,615
AT5G48860,0,9,0,16
AT5G48880,534,559,458,504
AT5G48890,40,41,60,58
AT5G48900,77,22,145,47
AT5G48910,41,21,89,73
AT5G48930,454,347,429,423
AT5G48940,115,114,164,181
AT5G48950,69,38,109,78
AT5G48960,116,104,150,179
AT5G48970,17,14,20,33
AT5G48980,10,1,6,14
AT5G48990,31,29,31,44
AT5G49000,5,14,12,17
AT5G49015,9,3,5,8
AT5G49020,171,157,201,198
AT5G49030,115,104,193,181
AT5G49060,56,23,61,49
AT5G49110,15,18,15,21
AT5G49120,13,7,24,34
AT5G49152,36,21,50,32
AT5G49160,318,269,399,449
AT5G49180,2,1,1,12
AT5G49190,158,168,74,82
AT5G49210,151,92,181,141
AT5G49215,75,41,100,66
AT5G49220,61,54,74,78
AT5G49230,37,33,47,64
AT5G49280,8,9,6,4
AT5G49290,10,0,14,2
AT5G49310,3,6,4,7
AT5G49360,363,237,650,705
AT5G49390,3,5,12,2
AT5G49400,129,124,182,215
AT5G49410,38,16,35,26
AT5G49430,23,23,48,30
AT5G49460,154,121,215,189
AT5G49470,20,15,27,30
AT5G49480,105,28,316,52
AT5G49500,21,9,23,11
AT5G49510,219,206,234,274
AT5G49520,4,2,5,5
AT5G49530,66,58,86,103
AT5G49550,65,86,84,127
AT5G49555,423,341,601,689
AT5G49560,11,8,14,12
AT5G49570,85,68,106,101
AT5G49580,33,29,72,45
AT5G49610,43,48,80,51
AT5G49650,869,545,1447,1015
AT5G49665,17,10,32,22
AT5G49680,13,16,24,16
AT5G49700,51,27,65,63
AT5G49710,46,26,73,50
AT5G49720,638,443,1084,868
AT5G49730,3,59,2,69
AT5G49740,83,27,119,58
AT5G49760,4,1,6,13
AT5G49800,9,10,16,17
AT5G49810,327,294,552,458
AT5G49820,1439,1302,1752,1725
AT5G49830,223,266,310,420
AT5G49840,126,91,204,164
AT5G49880,473,342,716,560
AT5G49890,62,43,159,132
AT5G49900,6,1,12,16
AT5G49910,1681,1875,1817,2232
AT5G49920,20,20,37,64
AT5G49930,107,101,167,202
AT5G49940,207,155,297,229
AT5G49945,59,42,75,67
AT5G49950,23,10,26,31
AT5G49970,38,45,52,56
AT5G49980,112,88,180,173
AT5G49990,44,22,45,20
AT5G50000,13,6,31,9
AT5G50020,66,90,117,93
AT5G50050,0,3,9,15
AT5G50100,125,69,179,96
AT5G50110,189,115,262,204
AT5G50130,58,70,90,124
AT5G50150,142,91,166,104
AT5G50160,8,0,3,1
AT5G50170,22,31,45,58
AT5G50180,10,14,23,26
AT5G50200,0,0,12,23
AT5G50210,41,29,59,84
AT5G50230,18,25,41,35
AT5G50240,8,10,10,9
AT5G50250,229,161,285,245
AT5G50260,61,22,133,227
AT5G50280,90,86,154,161
AT5G50300,42,44,43,26
AT5G50310,119,115,174,158
AT5G50315,13,12,23,18
AT5G50320,69,101,94,123
AT5G50330,7,17,40,14
AT5G50340,48,44,59,48
AT5G50345,0,0,11,6
AT5G50350,355,280,572,449
AT5G50360,55,51,42,56
AT5G50370,640,758,823,1103
AT5G50390,124,113,137,151
AT5G50400,32,8,59,34
AT5G50420,35,26,58,59
AT5G50430,32,38,43,48
AT5G50440,24,10,32,25
AT5G50450,102,57,243,170
AT5G50720,5,2,8,14
AT5G50740,68,74,70,104
AT5G50750,4,0,0,13
AT5G50770,146,219,165,226
AT5G50780,20,27,30,38
AT5G50810,462,136,512,228
AT5G50840,40,28,53,56
AT5G50850,6,6,8,12
AT5G50860,48,29,42,57
AT5G50890,29,25,45,38
AT5G50900,94,88,122,124
AT5G50915,6,10,2,5
AT5G50920,55,38,39,50
AT5G50930,17,11,20,15
AT5G50940,4,6,6,5
AT5G50950,0,6,0,6
AT5G50960,53,36,81,95
AT5G50970,9,13,18,20
AT5G51010,168,163,217,217
AT5G51040,110,120,222,251
AT5G51050,142,138,192,231
AT5G51070,191,137,318,261
AT5G51080,125,21,153,40
AT5G51090,0,8,0,11
AT5G51100,170,128,296,249
AT5G51105,30,16,110,270
AT5G51110,282,237,417,406
AT5G51130,18,4,13,16
AT5G51140,28,13,45,26
AT5G51150,56,52,77,67
AT5G51190,135,105,84,87
AT5G51200,139,97,230,206
AT5G51210,4461,4836,5244,5866
AT5G51230,33,35,50,43
AT5G51270,2,0,6,4
AT5G51280,15,15,20,24
AT5G51290,23,20,49,38
AT5G51300,136,169,238,257
AT5G51340,108,94,152,143
AT5G51350,8,6,8,9
AT5G51370,17,22,39,37
AT5G51380,40,53,69,82
AT5G51400,178,155,198,247
AT5G51410,285,245,446,419
AT5G51430,188,187,287,263
AT5G51440,78,94,253,236
AT5G51450,52,42,111,74
AT5G51451,18,16,40,23
AT5G51480,19,11,31,56
AT5G51490,15,3,34,51
AT5G51540,21,14,27,28
AT5G51545,98,130,138,185
AT5G51550,804,832,1283,1616
AT5G51590,79,47,75,64
AT5G51600,451,486,569,626
AT5G51620,0,2,8,8
AT5G51630,67,41,141,96
AT5G51640,42,25,69,47
AT5G51660,217,202,303,275
AT5G51670,5,4,16,7
AT5G51680,6,3,4,1
AT5G51690,226,121,288,281
AT5G51700,171,137,220,214
AT5G51710,6,5,10,12
AT5G51720,9,3,22,3
AT5G51730,75,81,130,120
AT5G51740,120,37,128,79
AT5G51750,307,275,326,354
AT5G51770,61,47,72,67
AT5G51800,9,2,2,4
AT5G51810,11,6,15,5
AT5G51820,340,381,495,587
AT5G51830,619,544,718,701
AT5G51840,5,3,9,11
AT5G51850,70,39,119,58
AT5G51910,275,159,618,355
AT5G51920,3,6,1,2
AT5G51950,7,0,0,14
AT5G51960,132,133,228,238
AT5G51970,14,8,42,24
AT5G51980,80,73,94,91
AT5G52010,38,18,39,39
AT5G52030,14,2,18,19
AT5G52050,3,6,1,4
AT5G52060,11,10,7,9
AT5G52100,11,13,29,39
AT5G52110,23,31,48,57
AT5G52170,24,13,43,20
AT5G52180,141,78,174,131
AT5G52210,18,24,28,25
AT5G52220,17,17,27,42
AT5G52230,179,116,247,181
AT5G52240,1727,1377,2180,2164
AT5G52280,43,48,88,90
AT5G52290,6,11,19,25
AT5G52300,12,13,23,34
AT5G52310,45,54,62,39
AT5G52330,2,0,9,2
AT5G52380,25,21,41,52
AT5G52410,15,2,26,11
AT5G52420,767,287,1230,474
AT5G52430,261,162,382,266
AT5G52440,530,385,703,563
AT5G52450,8,5,13,11
AT5G52470,2838,1897,3358,2479
AT5G52510,943,564,1240,801
AT5G52520,83,62,131,111
AT5G52530,234,131,308,222
AT5G52545,7,6,10,10
AT5G52547,7,3,9,7
AT5G52560,45,64,64,75
AT5G52580,155,90,176,184
AT5G52600,1,2,5,5
AT5G52630,10,15,31,27
AT5G52640,664,340,1387,1011
AT5G52650,2030,2024,3068,2917
AT5G52660,23,24,53,38
AT5G52750,9,5,5,7
AT5G52780,12,6,32,25
AT5G52800,4,2,8,3
AT5G52810,21,16,40,39
AT5G52820,60,69,76,97
AT5G52830,3,1,8,3
AT5G52850,11,5,15,12
AT5G52860,352,281,311,212
AT5G52870,184,139,361,223
AT5G52880,4,11,9,8
AT5G52882,2,2,5,2
AT5G52900,15,15,50,46
AT5G52950,24,18,27,24
AT5G52960,115,87,220,192
AT5G52970,132,158,172,209
AT5G52980,9,10,16,18
AT5G52990,46,22,87,62
AT5G53000,180,163,239,225
AT5G53010,36,68,71,116
AT5G53020,8,7,14,29
AT5G53045,42,20,30,20
AT5G53050,78,45,135,109
AT5G53060,168,118,313,212
AT5G53070,75,43,86,89
AT5G53080,30,24,35,39
AT5G53090,36,25,43,45
AT5G53110,8,4,25,10
AT5G53120,246,166,293,214
AT5G53130,1060,671,1601,1176
AT5G53140,54,42,68,60
AT5G53150,36,52,90,76
AT5G53160,10,4,10,15
AT5G53170,13,9,28,25
AT5G53180,39,29,47,61
AT5G53210,22,25,23,20
AT5G53220,45,24,49,39
AT5G53280,325,216,507,318
AT5G53290,116,140,128,158
AT5G53300,160,131,461,454
AT5G53330,18,34,27,25
AT5G53340,34,39,51,44
AT5G53350,261,236,434,393
AT5G53360,5,13,9,17
AT5G53400,315,233,348,458
AT5G53420,8,6,20,17
AT5G53430,234,153,373,313
AT5G53440,126,111,178,191
AT5G53450,103,105,169,166
AT5G53460,376,369,529,613
AT5G53470,168,179,274,313
AT5G53480,492,484,580,599
AT5G53490,56,71,85,79
AT5G53500,40,19,54,16
AT5G53530,15,13,17,27
AT5G53540,88,74,136,112
AT5G53570,140,139,224,180
AT5G53580,24,28,76,70
AT5G53620,117,78,148,125
AT5G53660,26,8,34,12
AT5G53700,1,38,1,32
AT5G53770,62,46,100,74
AT5G53810,4,5,6,12
AT5G53850,208,166,324,337
AT5G53860,467,369,669,628
AT5G53880,34,6,41,12
AT5G53890,58,52,85,83
AT5G53900,28,28,33,36
AT5G53920,17,14,21,27
AT5G53930,61,63,68,91
AT5G53940,169,161,251,299
AT5G53950,15,21,39,27
AT5G53970,178,65,317,117
AT5G54020,0,8,2,10
AT5G54067,0,0,1,11
AT5G54080,161,144,384,276
AT5G54090,26,28,45,54
AT5G54095,2,4,2,4
AT5G54100,86,177,105,204
AT5G54110,184,161,283,248
AT5G54130,2,1,4,8
AT5G54140,30,27,33,36
AT5G54160,516,568,686,804
AT5G54165,2,1,3,7
AT5G54170,75,46,137,96
AT5G54180,275,237,367,364
AT5G54200,38,44,65,71
AT5G54220,7,0,2,2
AT5G54250,55,50,83,64
AT5G54260,12,9,18,16
AT5G54270,63,56,70,72
AT5G54280,37,48,85,70
AT5G54290,23,16,51,29
AT5G54300,17,11,31,16
AT5G54380,28,38,42,59
AT5G54390,19,18,46,38
AT5G54430,448,386,606,588
AT5G54440,113,132,157,175
AT5G54470,206,101,361,221
AT5G54510,82,41,123,70
AT5G54520,30,35,29,50
AT5G54530,219,179,267,210
AT5G54540,499,481,868,896
AT5G54580,135,119,126,119
AT5G54590,44,26,39,51
AT5G54630,90,68,123,124
AT5G54640,197,151,165,197
AT5G54650,24,19,32,38
AT5G54680,89,87,132,94
AT5G54710,6,9,34,19
AT5G54730,20,4,25,14
AT5G54750,168,50,178,57
AT5G54760,404,252,644,396
AT5G54770,47229,43508,60439,60710
AT5G54780,48,35,61,57
AT5G54800,342,303,456,449
AT5G54810,1761,1265,2851,2610
AT5G54830,124,129,174,201
AT5G54840,25,47,64,82
AT5G54850,51,45,57,70
AT5G54855,173,113,206,154
AT5G54860,120,97,214,184
AT5G54870,12,4,14,8
AT5G54880,22,28,35,37
AT5G54890,2,4,8,9
AT5G54900,357,260,429,363
AT5G54910,111,71,121,96
AT5G54920,26,38,35,41
AT5G54930,141,119,182,184
AT5G54940,133,163,221,253
AT5G54960,27,27,37,39
AT5G54970,259,148,294,194
AT5G54980,16,16,35,22
AT5G55070,489,410,460,462
AT5G55090,5,0,6,5
AT5G55100,149,84,249,211
AT5G55120,158,133,323,272
AT5G55125,602,376,796,564
AT5G55130,293,279,402,453
AT5G55140,199,179,283,260
AT5G55150,5,0,5,4
AT5G55160,1892,1077,1927,1404
AT5G55180,749,746,838,960
AT5G55200,23,26,35,44
AT5G55210,339,211,354,273
AT5G55230,320,271,365,395
AT5G55240,17,19,11,12
AT5G55250,869,534,1010,788
AT5G55260,33,12,26,16
AT5G55290,14,15,28,37
AT5G55300,126,110,228,228
AT5G55310,12,22,26,21
AT5G55340,49,27,58,26
AT5G55360,1,12,0,11
AT5G55370,0,18,3,24
AT5G55380,1,3,7,3
AT5G55390,110,96,165,156
AT5G55400,35,16,39,38
AT5G55410,174,37,236,344
AT5G55450,40,76,81,136
AT5G55460,34,29,40,73
AT5G55470,125,103,173,210
AT5G55480,282,357,323,424
AT5G55500,82,50,81,76
AT5G55510,273,283,322,386
AT5G55520,322,321,435,464
AT5G55530,79,63,117,114
AT5G55540,79,64,133,128
AT5G55550,16,8,39,17
AT5G55560,2,17,3,22
AT5G55580,21,11,30,21
AT5G55600,50,48,94,84
AT5G55610,23,18,35,40
AT5G55620,155,204,188,246
AT5G55630,57,56,87,83
AT5G55640,162,54,219,100
AT5G55650,47,26,56,42
AT5G55660,321,257,432,310
AT5G55670,243,161,257,233
AT5G55700,6,9,16,31
AT5G55730,622,343,641,410
AT5G55740,4,9,13,23
AT5G55780,3,2,2,4
AT5G55800,2,3,0,9
AT5G55810,4,4,13,7
AT5G55820,32,32,46,61
AT5G55830,4,4,10,16
AT5G55840,117,49,173,98
AT5G55850,35,32,39,49
AT5G55860,34,19,49,47
AT5G55900,29,0,20,0
AT5G55910,152,90,162,175
AT5G55920,1034,675,1279,920
AT5G55930,18,8,22,17
AT5G55940,400,353,463,462
AT5G55960,69,92,92,127
AT5G55990,199,198,257,282
AT5G56000,846,458,974,541
AT5G56010,11278,5838,12605,7670
AT5G56020,68,16,82,29
AT5G56030,2211,1181,2961,1636
AT5G56040,12,14,19,14
AT5G56120,109,133,150,157
AT5G56130,31,30,33,49
AT5G56140,14,15,23,34
AT5G56170,199,225,252,231
AT5G56180,27,32,50,56
AT5G56190,23,28,38,58
AT5G56210,33,39,68,53
AT5G56220,1836,1090,2229,1902
AT5G56240,83,90,147,168
AT5G56250,33,13,41,40
AT5G56260,8,5,18,15
AT5G56270,28,19,44,41
AT5G56290,84,70,133,109
AT5G56300,39,44,72,101
AT5G56310,27,24,43,55
AT5G56320,16,16,27,19
AT5G56340,27,33,46,44
AT5G56360,175,113,280,228
AT5G56369,63,15,130,263
AT5G56370,41,11,78,12
AT5G56380,94,107,148,126
AT5G56420,10,17,24,23
AT5G56450,26,42,58,66
AT5G56460,21,16,24,26
AT5G56500,555,579,737,707
AT5G56520,10,4,13,7
AT5G56530,248,189,351,252
AT5G56550,39,25,458,330
AT5G56570,3,5,1,4
AT5G56580,1053,801,1095,961
AT5G56590,25,26,15,23
AT5G56630,38,17,84,42
AT5G56640,2,2,3,7
AT5G56650,500,320,610,511
AT5G56660,157,97,245,190
AT5G56680,1710,1432,1954,1707
AT5G56700,8,13,6,14
AT5G56730,84,111,100,140
AT5G56740,143,106,109,122
AT5G56747,0,2,7,2
AT5G56750,18,28,18,52
AT5G56760,40,26,37,58
AT5G56780,32,16,35,21
AT5G56790,36,24,37,48
AT5G56850,230,150,421,291
AT5G56860,20,7,25,13
AT5G56870,1,2,1,42
AT5G56880,5,10,4,14
AT5G56890,71,55,81,76
AT5G56900,104,51,125,106
AT5G56910,26,14,33,39
AT5G56930,20,20,28,27
AT5G56940,233,266,343,424
AT5G56970,5,5,13,8
AT5G56980,94,69,115,124
AT5G57000,376,334,473,501
AT5G57015,138,125,164,155
AT5G57020,165,128,169,167
AT5G57030,92,61,187,168
AT5G57035,20,24,38,45
AT5G57040,20,17,21,29
AT5G57050,7,7,6,12
AT5G57060,24,14,41,31
AT5G57070,2,7,9,8
AT5G57090,4,2,3,4
AT5G57100,39,29,37,47
AT5G57110,330,181,368,312
AT5G57120,23,4,28,27
AT5G57123,29,40,53,63
AT5G57130,84,90,146,123
AT5G57140,15,7,23,21
AT5G57150,31,35,91,74
AT5G57160,10,11,25,21
AT5G57170,37,18,19,8
AT5G57180,289,205,385,304
AT5G57210,19,30,39,31
AT5G57220,6,4,12,3
AT5G57230,62,50,89,77
AT5G57240,7,0,4,2
AT5G57250,68,56,99,109
AT5G57270,84,77,163,118
AT5G57290,2166,1724,2282,2286
AT5G57300,106,93,107,131
AT5G57320,27,3,38,11
AT5G57330,46,31,37,32
AT5G57345,50,48,76,74
AT5G57360,57,51,82,72
AT5G57370,116,117,146,155
AT5G57380,7,44,12,65
AT5G57390,1507,1149,1708,1593
AT5G57410,430,308,643,508
AT5G57450,15,11,24,18
AT5G57460,286,163,338,252
AT5G57480,5,1,6,8
AT5G57565,18,13,46,35
AT5G57570,5,8,6,8
AT5G57580,442,359,532,566
AT5G57590,71,52,73,74
AT5G57610,49,44,71,59
AT5G57620,16,12,32,28
AT5G57630,12,15,36,32
AT5G57655,920,774,1855,1721
AT5G57660,93,47,161,89
AT5G57685,13,4,21,11
AT5G57700,88,50,108,87
AT5G57710,201,138,337,259
AT5G57735,2,2,6,5
AT5G57740,8,9,20,9
AT5G57790,42,32,67,56
AT5G57800,22,23,24,22
AT5G57810,5,51,9,103
AT5G57830,3,4,6,9
AT5G57840,4,5,11,5
AT5G57850,135,107,254,184
AT5G57860,74,71,97,76
AT5G57870,243,253,240,258
AT5G57880,10,6,11,8
AT5G57890,49,1,92,4
AT5G57900,2,12,10,20
AT5G57920,63,13,87,113
AT5G57930,81,61,120,113
AT5G57940,137,117,228,244
AT5G57960,27,37,65,59
AT5G57970,18,10,7,10
AT5G57990,92,93,130,139
AT5G58003,23,21,42,42
AT5G58020,79,63,89,77
AT5G58040,187,167,303,345
AT5G58060,165,111,194,171
AT5G58070,40,87,98,137
AT5G58080,6,6,7,14
AT5G58090,912,592,1315,1081
AT5G58100,527,304,696,580
AT5G58110,654,620,954,1002
AT5G58120,20,14,24,24
AT5G58130,169,174,242,270
AT5G58140,212,140,344,265
AT5G58160,23,12,32,34
AT5G58190,50,46,55,76
AT5G58210,44,39,57,49
AT5G58220,41,35,55,68
AT5G58230,22,27,32,36
AT5G58240,110,101,152,147
AT5G58260,9,5,12,9
AT5G58270,38,39,59,79
AT5G58280,17,12,9,17
AT5G58290,62,29,58,56
AT5G58330,500,467,950,994
AT5G58340,17,10,35,31
AT5G58370,15,11,23,20
AT5G58375,47,45,96,104
AT5G58380,17,10,26,17
AT5G58410,49,39,62,80
AT5G58420,1936,2726,2442,3735
AT5G58430,274,173,278,248
AT5G58440,45,47,54,50
AT5G58450,318,197,334,256
AT5G58470,192,183,311,297
AT5G58480,65,58,58,80
AT5G58490,81,135,148,157
AT5G58510,10,3,14,11
AT5G58520,76,67,99,91
AT5G58530,123,83,150,95
AT5G58550,78,96,122,137
AT5G58560,306,186,414,276
AT5G58575,63,50,70,69
AT5G58590,476,152,695,302
AT5G58600,216,118,212,109
AT5G58610,15,10,23,18
AT5G58620,166,69,324,113
AT5G58630,4,5,12,10
AT5G58640,73,61,79,77
AT5G58660,17,24,25,35
AT5G58680,3,2,2,7
AT5G58710,63,76,57,107
AT5G58720,87,73,139,168
AT5G58730,67,61,90,116
AT5G58740,127,90,185,150
AT5G58750,11,5,10,15
AT5G58760,60,45,121,107
AT5G58787,37,18,78,68
AT5G58790,7,3,21,25
AT5G58830,2,1,3,5
AT5G58840,2,4,3,3
AT5G58870,62,56,87,100
AT5G58930,42,51,67,106
AT5G58940,14,1,9,6
AT5G58950,33,54,71,114
AT5G58960,52,57,60,83
AT5G58990,22,18,18,12
AT5G59000,15,20,21,20
AT5G59010,82,83,131,114
AT5G59020,11,5,2,12
AT5G59030,149,75,152,114
AT5G59070,6,2,4,4
AT5G59120,44,5,98,164
AT5G59140,108,34,104,35
AT5G59150,52,37,71,43
AT5G59160,240,290,350,450
AT5G59170,16,6,18,21
AT5G59180,139,131,166,174
AT5G59200,21,3,21,6
AT5G59210,36,17,47,30
AT5G59220,348,327,392,407
AT5G59250,307,265,530,540
AT5G59260,4,0,16,5
AT5G59290,103,54,100,91
AT5G59300,141,112,85,92
AT5G59310,128,3,3,122
AT5G59320,84,18,92,92
AT5G59340,38,11,44,13
AT5G59350,46,29,34,35
AT5G59380,90,80,113,119
AT5G59400,3,5,12,9
AT5G59410,12,12,17,21
AT5G59420,70,54,84,103
AT5G59430,140,127,231,221
AT5G59440,4,9,2,10
AT5G59450,13,2,9,6
AT5G59460,53,55,35,61
AT5G59470,11,9,20,20
AT5G59480,160,174,254,254
AT5G59550,819,592,678,593
AT5G59560,297,251,378,402
AT5G59570,211,61,372,121
AT5G59580,5,4,13,10
AT5G59610,5,3,14,17
AT5G59613,990,1029,1206,1482
AT5G59670,4,19,4,31
AT5G59690,3646,1782,3795,1821
